wiki_db,event_comment,event_user_text_historical,event_user_seconds_since_previous_revision,revision_id,page_title,page_revision_count,revision_text_bytes_diff,revision_is_identity_reverted,event_timestamp,revision_parent_id,revision_first_identity_reverting_revision_id,is_reverted_by_good_user,is_mobile_edit,is_mobile_web_edit,is_visualeditor,is_wikieditor,is_mobile_app_edit,is_android_app_edit,is_ios_app_edit,texts_removed,texts_insert,texts_change,actions,is_balanced,is_anon,insert_s_0_max,insert_s_1_max,insert_p_0_max,insert_p_1_max,insert_s_0_mean,insert_s_1_mean,insert_p_0_mean,insert_p_1_mean,change_s_0_max,change_s_1_max,change_p_0_max,change_p_1_max,change_s_0_mean,change_s_1_mean,change_p_0_mean,change_p_1_mean,title_s_0,title_p_0,remove_s_0_max,remove_s_1_max,remove_p_0_max,remove_p_1_max,remove_s_0_mean,remove_s_1_mean,remove_p_0_mean,remove_p_1_mean,change_Argument,insert_Argument,move_Argument,remove_Argument,change_Category,insert_Category,move_Category,remove_Category,change_Comment,insert_Comment,move_Comment,remove_Comment,change_ExternalLink,insert_ExternalLink,move_ExternalLink,remove_ExternalLink,change_Gallery,insert_Gallery,move_Gallery,remove_Gallery,change_HTMLEntity,insert_HTMLEntity,move_HTMLEntity,remove_HTMLEntity,change_Heading,insert_Heading,move_Heading,remove_Heading,change_List,insert_List,move_List,remove_List,change_Media,insert_Media,move_Media,remove_Media,change_Paragraph,insert_Paragraph,move_Paragraph,remove_Paragraph,change_Punctuation,insert_Punctuation,move_Punctuation,remove_Punctuation,change_Reference,insert_Reference,move_Reference,remove_Reference,change_Section,insert_Section,move_Section,remove_Section,change_Sentence,insert_Sentence,move_Sentence,remove_Sentence,change_Table,insert_Table,move_Table,remove_Table,change_Table Element,insert_Table Element,move_Table Element,remove_Table Element,change_Template,insert_Template,move_Template,remove_Template,change_Text,insert_Text,move_Text,remove_Text,change_Text Formatting,insert_Text Formatting,move_Text Formatting,remove_Text Formatting,change_Whitespace,insert_Whitespace,move_Whitespace,remove_Whitespace,change_Wikilink,insert_Wikilink,move_Wikilink,remove_Wikilink,change_Word,insert_Word,move_Word,remove_Word,is_anonymous,is_editor,is_trusted,is_ipblock-exempt,is_interface-admin,is_sysop,is_autoreview,is_bureaucrat,is_autopatrolled,is_patroller,is_rollbacker,is_reviewer,is_extendedconfirmed,is_templateeditor,is_uploader,is_autoreviewer,is_suppressredirect
frwiki,"Je me suis permis d'ajouter Louis XVI à la liste des despote éclairés car il remplit les mêmes critères que les autre monarques cités (avancé sociale, tentative de réforme, aide à l'indépendance Americaine, pour une monarchie constitutionnelle, etc.)",86.242.244.203,,195070721,Despotisme_éclairé,294,35,0,2022-07-04 17:28:07.0,194558969,,0,0,0,1,0,0,0,0,[],[],"[(""On trouve parmi les monarques éclairés : Marie-Thérèse, Joseph II, Maximilien-François et Léopold II d'Autriche surtout lorsqu'il fut Grand-Duc de Toscane, Maximilien III et Charles Théodore de Bavière, Philippe Ier de Parme, Ferdinand Ier des Deux-Siciles, Charles III d'Espagne, Frédéric II de Prusse, Catherine II de Russie, François III et Hercule III de Modène, Charles-Emmanuel III et Victor-Amédée III de Sardaigne, Frédéric-Guillaume de Schaumbourg-Lippe, Gustave III de Suède."", ""On trouve parmi les monarques éclairés : Marie-Thérèse, Joseph II, Maximilien-François et Léopold II d'Autriche surtout lorsqu'il fut Grand-Duc de Toscane, Maximilien III et Charles Théodore de Bavière, Louis XVI de France, Philippe Ier de Parme, Ferdinand Ier des Deux-Siciles, Charles III d'Espagne, Frédéric II de Prusse, Catherine II de Russie, François III et Hercule III de Modène, Charles-Emmanuel III et Victor-Amédée III de Sardaigne, Frédéric-Guillaume de Schaumbourg-Lippe, Gustave III de Suède."")]","{'change_Argument': 0, 'insert_Argument': 0, 'move_Argument': 0, 'remove_Argument': 0, 'change_Category': 0, 'insert_Category': 0, 'move_Category': 0, 'remove_Category': 0, 'change_Comment': 0, 'insert_Comment': 0, 'move_Comment': 0, 'remove_Comment': 0, 'change_ExternalLink': 0, 'insert_ExternalLink': 0, 'move_ExternalLink': 0, 'remove_ExternalLink': 0, 'change_Gallery': 0, 'insert_Gallery': 0, 'move_Gallery': 0, 'remove_Gallery': 0, 'change_HTMLEntity': 0, 'insert_HTMLEntity': 0, 'move_HTMLEntity': 0, 'remove_HTMLEntity': 0, 'change_Heading': 0, 'insert_Heading': 0, 'move_Heading': 0, 'remove_Heading': 0, 'change_List': 0, 'insert_List': 0, 'move_List': 0, 'remove_List': 0, 'change_Media': 0, 'insert_Media': 0, 'move_Media': 0, 'remove_Media': 0, 'change_Paragraph': 1, 'insert_Paragraph': 0, 'move_Paragraph': 0, 'remove_Paragraph': 0, 'change_Punctuation': 0, 'insert_Punctuation': 1, 'move_Punctuation': 0, 'remove_Punctuation': 0, 'change_Reference': 0, 'insert_Reference': 0, 'move_Reference': 0, 'remove_Reference': 0, 'change_Section': 1, 'insert_Section': 0, 'move_Section': 0, 'remove_Section': 0, 'change_Sentence': 1, 'insert_Sentence': 0, 'move_Sentence': 0, 'remove_Sentence': 0, 'change_Table': 0, 'insert_Table': 0, 'move_Table': 0, 'remove_Table': 0, 'change_Table Element': 0, 'insert_Table Element': 0, 'move_Table Element': 0, 'remove_Table Element': 0, 'change_Template': 0, 'insert_Template': 0, 'move_Template': 0, 'remove_Template': 0, 'change_Text': 0, 'insert_Text': 0, 'move_Text': 0, 'remove_Text': 0, 'change_Text Formatting': 0, 'insert_Text Formatting': 0, 'move_Text Formatting': 0, 'remove_Text Formatting': 0, 'change_Whitespace': 0, 'insert_Whitespace': 4, 'move_Whitespace': 0, 'remove_Whitespace': 0, 'change_Wikilink': 0, 'insert_Wikilink': 1, 'move_Wikilink': 0, 'remove_Wikilink': 0, 'change_Word': 0, 'insert_Word': 4, 'move_Word': 0, 'remove_Word': 0}",0.0,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.356790781021118,-2.5051491260528564,0.9923239148280782,0.0076760851719217,2.356790781021118,-2.5051491260528564,0.9923239148280782,0.0076760851719217,0.7508089542388916,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,4,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
frwiki,/* Liens externes */Emploi de modèle,Clarioio,596.0,195081497,Méditation_de_Thaïs,57,149,0,2022-07-05 05:32:33.0,195081423,,0,1,1,0,0,0,0,0,"['org', 'Free sheet music of Méditation on Cantorion']",['.'],"[('Recording of ""Méditation"" performed by Nicola Benedetti, violin and Julien Quentin, piano from the Isabella Stewart Gardner Museum in MP3 format', ', interprétée par Nicola Benedetti (violon) et Julien Quentin (piano), Isabella Stewart Gardner Museum')]","{'change_Argument': 0, 'insert_Argument': 0, 'move_Argument': 0, 'remove_Argument': 0, 'change_Category': 0, 'insert_Category': 0, 'move_Category': 0, 'remove_Category': 0, 'change_Comment': 0, 'insert_Comment': 0, 'move_Comment': 0, 'remove_Comment': 0, 'change_ExternalLink': 2, 'insert_ExternalLink': 0, 'move_ExternalLink': 0, 'remove_ExternalLink': 0, 'change_Gallery': 0, 'insert_Gallery': 0, 'move_Gallery': 0, 'remove_Gallery': 0, 'change_HTMLEntity': 0, 'insert_HTMLEntity': 0, 'move_HTMLEntity': 0, 'remove_HTMLEntity': 0, 'change_Heading': 0, 'insert_Heading': 0, 'move_Heading': 0, 'remove_Heading': 0, 'change_List': 0, 'insert_List': 0, 'move_List': 0, 'remove_List': 0, 'change_Media': 0, 'insert_Media': 1, 'move_Media': 0, 'remove_Media': 0, 'change_Paragraph': 1, 'insert_Paragraph': 0, 'move_Paragraph': 0, 'remove_Paragraph': 0, 'change_Punctuation': 2, 'insert_Punctuation': 4, 'move_Punctuation': 0, 'remove_Punctuation': 0, 'change_Reference': 0, 'insert_Reference': 0, 'move_Reference': 0, 'remove_Reference': 0, 'change_Section': 1, 'insert_Section': 0, 'move_Section': 0, 'remove_Section': 0, 'change_Sentence': 1, 'insert_Sentence': 0, 'move_Sentence': 0, 'remove_Sentence': 1, 'change_Table': 0, 'insert_Table': 0, 'move_Table': 0, 'remove_Table': 0, 'change_Table Element': 0, 'insert_Table Element': 0, 'move_Table Element': 0, 'remove_Table Element': 0, 'change_Template': 1, 'insert_Template': 2, 'move_Template': 0, 'remove_Template': 0, 'change_Text': 0, 'insert_Text': 0, 'move_Text': 0, 'remove_Text': 0, 'change_Text Formatting': 0, 'insert_Text Formatting': 0, 'move_Text Formatting': 0, 'remove_Text Formatting': 0, 'change_Whitespace': 0, 'insert_Whitespace': 0, 'move_Whitespace': 0, 'remove_Whitespace': 11, 'change_Wikilink': 0, 'insert_Wikilink': 0, 'move_Wikilink': 0, 'remove_Wikilink': 2, 'change_Word': 4, 'insert_Word': 0, 'move_Word': 0, 'remove_Word': 16}",0.0,0,-0.6329433917999268,0.3506033718585968,0.2721885953783331,0.7278114046216669,-0.6329433917999268,0.3506033718585968,0.2721885953783331,0.7278114046216669,2.3653059005737305,-2.534829378128052,0.9926094511167606,0.0073905488832394,2.3653059005737305,-2.534829378128052,0.9926094511167606,0.0073905488832394,0.3144097924232483,1.0,1.0409549474716189,-0.2098958194255828,0.899554919782211,0.4250365823408497,0.5665951520204544,-0.6806149333715439,0.7372591687206806,0.2627408312793194,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,4,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,2,4,0,0,16,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
dewiki,,BA123,600210.0,224196375,Andreas_von_Schneller,29,-6,0,2022-07-03 11:09:15.0,181152851,,0,0,0,0,1,0,0,0,[],[],"[('März 1840 in Ödenburg) war ein Geheimer Rat, Feldmarschallleutnant, Wirklicher General der Kavallerie, Großkreuzritter des Leopold-Ordens, Inhaber des 5', 'März 1840 ebenda) war ein Geheimer Rat, Feldmarschallleutnant, Wirklicher General der Kavallerie, Großkreuzritter des Leopold-Ordens, Inhaber des 5')]","{'change_Argument': 0, 'insert_Argument': 0, 'move_Argument': 0, 'remove_Argument': 0, 'change_Category': 0, 'insert_Category': 0, 'move_Category': 0, 'remove_Category': 0, 'change_Comment': 0, 'insert_Comment': 0, 'move_Comment': 0, 'remove_Comment': 0, 'change_ExternalLink': 0, 'insert_ExternalLink': 0, 'move_ExternalLink': 0, 'remove_ExternalLink': 0, 'change_Gallery': 0, 'insert_Gallery': 0, 'move_Gallery': 0, 'remove_Gallery': 0, 'change_HTMLEntity': 0, 'insert_HTMLEntity': 0, 'move_HTMLEntity': 0, 'remove_HTMLEntity': 0, 'change_Heading': 0, 'insert_Heading': 0, 'move_Heading': 0, 'remove_Heading': 0, 'change_List': 0, 'insert_List': 0, 'move_List': 0, 'remove_List': 0, 'change_Media': 0, 'insert_Media': 0, 'move_Media': 0, 'remove_Media': 0, 'change_Paragraph': 1, 'insert_Paragraph': 0, 'move_Paragraph': 0, 'remove_Paragraph': 0, 'change_Punctuation': 0, 'insert_Punctuation': 0, 'move_Punctuation': 0, 'remove_Punctuation': 0, 'change_Reference': 0, 'insert_Reference': 0, 'move_Reference': 0, 'remove_Reference': 0, 'change_Section': 1, 'insert_Section': 0, 'move_Section': 0, 'remove_Section': 0, 'change_Sentence': 1, 'insert_Sentence': 0, 'move_Sentence': 0, 'remove_Sentence': 0, 'change_Table': 0, 'insert_Table': 0, 'move_Table': 0, 'remove_Table': 0, 'change_Table Element': 0, 'insert_Table Element': 0, 'move_Table Element': 0, 'remove_Table Element': 0, 'change_Template': 0, 'insert_Template': 0, 'move_Template': 0, 'remove_Template': 0, 'change_Text': 0, 'insert_Text': 0, 'move_Text': 0, 'remove_Text': 0, 'change_Text Formatting': 0, 'insert_Text Formatting': 0, 'move_Text Formatting': 0, 'remove_Text Formatting': 0, 'change_Whitespace': 0, 'insert_Whitespace': 0, 'move_Whitespace': 0, 'remove_Whitespace': 1, 'change_Wikilink': 0, 'insert_Wikilink': 0, 'move_Wikilink': 0, 'remove_Wikilink': 0, 'change_Word': 1, 'insert_Word': 0, 'move_Word': 0, 'remove_Word': 1}",0.0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.2378604412078857,-2.274376153945923,0.9891452304694928,0.0108547695305071,2.2378604412078857,-2.274376153945923,0.9891452304694928,0.0108547695305071,0.2232731729745865,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
frwiki,/* Lignes desservies */,JeanGilbetCasanis,393.0,195107515,A_Nepita,202,-7,0,2022-07-06 07:20:02.0,194874747,,0,0,0,0,1,0,0,0,['Le navire est affecté sur la traversée vers Porto-Vecchio pour la saison estivale 2022.'],[],"[('Depuis mars 2021, le navire est employé dans le cadre de la DSP sur les liaisons vers la Corse', ""Durant l'été 2022, le navire est employé sur la liaison vers Porto-Vecchio."")]","{'change_Argument': 0, 'insert_Argument': 0, 'move_Argument': 0, 'remove_Argument': 0, 'change_Category': 0, 'insert_Category': 0, 'move_Category': 0, 'remove_Category': 0, 'change_Comment': 0, 'insert_Comment': 0, 'move_Comment': 0, 'remove_Comment': 0, 'change_ExternalLink': 0, 'insert_ExternalLink': 0, 'move_ExternalLink': 0, 'remove_ExternalLink': 0, 'change_Gallery': 0, 'insert_Gallery': 0, 'move_Gallery': 0, 'remove_Gallery': 0, 'change_HTMLEntity': 0, 'insert_HTMLEntity': 0, 'move_HTMLEntity': 0, 'remove_HTMLEntity': 0, 'change_Heading': 0, 'insert_Heading': 0, 'move_Heading': 0, 'remove_Heading': 0, 'change_List': 0, 'insert_List': 0, 'move_List': 0, 'remove_List': 0, 'change_Media': 0, 'insert_Media': 0, 'move_Media': 0, 'remove_Media': 0, 'change_Paragraph': 1, 'insert_Paragraph': 0, 'move_Paragraph': 0, 'remove_Paragraph': 0, 'change_Punctuation': 0, 'insert_Punctuation': 2, 'move_Punctuation': 0, 'remove_Punctuation': 0, 'change_Reference': 0, 'insert_Reference': 0, 'move_Reference': 0, 'remove_Reference': 0, 'change_Section': 1, 'insert_Section': 0, 'move_Section': 0, 'remove_Section': 0, 'change_Sentence': 1, 'insert_Sentence': 0, 'move_Sentence': 0, 'remove_Sentence': 0, 'change_Table': 0, 'insert_Table': 0, 'move_Table': 0, 'remove_Table': 0, 'change_Table Element': 0, 'insert_Table Element': 0, 'move_Table Element': 0, 'remove_Table Element': 0, 'change_Template': 0, 'insert_Template': 0, 'move_Template': 0, 'remove_Template': 0, 'change_Text': 0, 'insert_Text': 0, 'move_Text': 0, 'remove_Text': 0, 'change_Text Formatting': 0, 'insert_Text Formatting': 0, 'move_Text Formatting': 0, 'remove_Text Formatting': 0, 'change_Whitespace': 0, 'insert_Whitespace': 0, 'move_Whitespace': 0, 'remove_Whitespace': 2, 'change_Wikilink': 0, 'insert_Wikilink': 1, 'move_Wikilink': 0, 'remove_Wikilink': 0, 'change_Word': 5, 'insert_Word': 0, 'move_Word': 0, 'remove_Word': 2}",0.0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.360583543777466,-2.524665355682373,0.9924994410090894,0.0075005589909108,2.360583543777466,-2.524665355682373,0.9924994410090894,0.0075005589909108,0.0296427346765995,1.0,1.057375192642212,-1.167635440826416,0.9024730988722574,0.0975269011277426,1.057375192642212,-1.167635440826416,0.9024730988722574,0.0975269011277426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,5,0,0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
frwiki,/* Élèves notables */,Alain valtat,3601.0,195041178,École_régionale_des_beaux-arts_de_Rennes,322,85,1,2022-07-03 16:07:43.0,195039770,195062681.0,0,0,0,0,1,0,0,0,[],[],[],"{'change_Argument': 0, 'insert_Argument': 0, 'move_Argument': 0, 'remove_Argument': 0, 'change_Category': 0, 'insert_Category': 0, 'move_Category': 0, 'remove_Category': 0, 'change_Comment': 0, 'insert_Comment': 0, 'move_Comment': 0, 'remove_Comment': 0, 'change_ExternalLink': 0, 'insert_ExternalLink': 0, 'move_ExternalLink': 0, 'remove_ExternalLink': 0, 'change_Gallery': 0, 'insert_Gallery': 0, 'move_Gallery': 0, 'remove_Gallery': 0, 'change_HTMLEntity': 0, 'insert_HTMLEntity': 0, 'move_HTMLEntity': 0, 'remove_HTMLEntity': 0, 'change_Heading': 0, 'insert_Heading': 0, 'move_Heading': 0, 'remove_Heading': 0, 'change_List': 0, 'insert_List': 1, 'move_List': 0, 'remove_List': 0, 'change_Media': 0, 'insert_Media': 0, 'move_Media': 0, 'remove_Media': 0, 'change_Paragraph': 0, 'insert_Paragraph': 0, 'move_Paragraph': 0, 'remove_Paragraph': 0, 'change_Punctuation': 0, 'insert_Punctuation': 0, 'move_Punctuation': 0, 'remove_Punctuation': 0, 'change_Reference': 0, 'insert_Reference': 0, 'move_Reference': 0, 'remove_Reference': 0, 'change_Section': 1, 'insert_Section': 0, 'move_Section': 0, 'remove_Section': 0, 'change_Sentence': 0, 'insert_Sentence': 0, 'move_Sentence': 0, 'remove_Sentence': 0, 'change_Table': 0, 'insert_Table': 0, 'move_Table': 0, 'remove_Table': 0, 'change_Table Element': 0, 'insert_Table Element': 0, 'move_Table Element': 0, 'remove_Table Element': 0, 'change_Template': 1, 'insert_Template': 0, 'move_Template': 0, 'remove_Template': 0, 'change_Text': 0, 'insert_Text': 0, 'move_Text': 0, 'remove_Text': 0, 'change_Text Formatting': 0, 'insert_Text Formatting': 0, 'move_Text Formatting': 0, 'remove_Text Formatting': 0, 'change_Whitespace': 0, 'insert_Whitespace': 0, 'move_Whitespace': 0, 'remove_Whitespace': 0, 'change_Wikilink': 0, 'insert_Wikilink': 0, 'move_Wikilink': 0, 'remove_Wikilink': 0, 'change_Word': 0, 'insert_Word': 0, 'move_Word': 0, 'remove_Word': 0}",1.0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0471740588545799,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
jawiki,/* 備考 */,240D:1A:85C:5E00:49E9:34FC:2ED7:A848,,90385274,ギャルサー_(テレビドラマ),564,224,0,2022-07-07 16:25:18.0,90382884,,0,1,1,0,0,0,0,0,[],[],"[('サキ達が通う南都下高校は、「みなみつげこうこう」と読むが、「なんとかこうこう」と読むことができる。また、使用されたロケ地の学校は、1年後に放送されたフジテレビのドラマ『ライフ』でも使われた実践女子短期大学であり、ランを演じる西田は『ライフ』にも出演している。ちなみに、北乃きいとともに主演を務めた悪役の福田沙紀とは、同じ堀越高等学校の出身である。', 'サキ達が通う南都下高校は、「みなみつげこうこう」と読むが、「なんとかこうこう」と読むことができる。また、使用されたロケ地の学校は、2002年に同局の『ごくせん』でも使われた白銀金学院高校、1年後に放送されたフジテレビの「土曜ドラマ」枠のドラマ『ライフ』でも使われた実践女子短期大学であり、柳下を演じる生瀬はごくせん、ランを演じる西田は『ライフ』にも出演している。ちなみに、北乃きいとともに主演を務めた悪役の福田沙紀とは、同じ堀越高等学校の出身である。')]","{'change_Argument': 0, 'insert_Argument': 0, 'move_Argument': 0, 'remove_Argument': 0, 'change_Category': 0, 'insert_Category': 0, 'move_Category': 0, 'remove_Category': 0, 'change_Comment': 0, 'insert_Comment': 0, 'move_Comment': 0, 'remove_Comment': 0, 'change_ExternalLink': 0, 'insert_ExternalLink': 0, 'move_ExternalLink': 0, 'remove_ExternalLink': 0, 'change_Gallery': 0, 'insert_Gallery': 0, 'move_Gallery': 0, 'remove_Gallery': 0, 'change_HTMLEntity': 0, 'insert_HTMLEntity': 0, 'move_HTMLEntity': 0, 'remove_HTMLEntity': 0, 'change_Heading': 0, 'insert_Heading': 0, 'move_Heading': 0, 'remove_Heading': 0, 'change_List': 0, 'insert_List': 0, 'move_List': 0, 'remove_List': 0, 'change_Media': 0, 'insert_Media': 0, 'move_Media': 0, 'remove_Media': 0, 'change_Paragraph': 1, 'insert_Paragraph': 0, 'move_Paragraph': 0, 'remove_Paragraph': 0, 'change_Punctuation': 0, 'insert_Punctuation': 6, 'move_Punctuation': 0, 'remove_Punctuation': 0, 'change_Reference': 0, 'insert_Reference': 0, 'move_Reference': 0, 'remove_Reference': 0, 'change_Section': 1, 'insert_Section': 0, 'move_Section': 0, 'remove_Section': 0, 'change_Sentence': 1, 'insert_Sentence': 0, 'move_Sentence': 0, 'remove_Sentence': 0, 'change_Table': 0, 'insert_Table': 0, 'move_Table': 0, 'remove_Table': 0, 'change_Table Element': 0, 'insert_Table Element': 0, 'move_Table Element': 0, 'remove_Table Element': 0, 'change_Template': 0, 'insert_Template': 0, 'move_Template': 0, 'remove_Template': 0, 'change_Text': 0, 'insert_Text': 0, 'move_Text': 0, 'remove_Text': 0, 'change_Text Formatting': 0, 'insert_Text Formatting': 0, 'move_Text Formatting': 0, 'remove_Text Formatting': 0, 'change_Whitespace': 0, 'insert_Whitespace': 0, 'move_Whitespace': 0, 'remove_Whitespace': 0, 'change_Wikilink': 0, 'insert_Wikilink': 2, 'move_Wikilink': 0, 'remove_Wikilink': 0, 'change_Word': 0, 'insert_Word': 0, 'move_Word': 0, 'remove_Word': 0}",0.0,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.3104283809661863,-1.183744192123413,0.9237322846230932,0.0762677153769066,1.3104283809661863,-1.183744192123413,0.9237322846230932,0.0762677153769066,0.1017363220453262,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
zhwiki,,123.195.21.200,,72489770,超級紅人榜,1876,11,0,2022-07-03 13:52:03.0,72489679,,0,1,1,1,0,0,0,0,[''],['挑戰中'],"[('2022年月日', '2022年7月3日')]","{'change_Argument': 0, 'insert_Argument': 0, 'move_Argument': 0, 'remove_Argument': 0, 'change_Category': 0, 'insert_Category': 0, 'move_Category': 0, 'remove_Category': 0, 'change_Comment': 0, 'insert_Comment': 0, 'move_Comment': 0, 'remove_Comment': 0, 'change_ExternalLink': 0, 'insert_ExternalLink': 0, 'move_ExternalLink': 0, 'remove_ExternalLink': 0, 'change_Gallery': 0, 'insert_Gallery': 0, 'move_Gallery': 0, 'remove_Gallery': 0, 'change_HTMLEntity': 0, 'insert_HTMLEntity': 0, 'move_HTMLEntity': 0, 'remove_HTMLEntity': 0, 'change_Heading': 0, 'insert_Heading': 0, 'move_Heading': 0, 'remove_Heading': 0, 'change_List': 0, 'insert_List': 0, 'move_List': 0, 'remove_List': 0, 'change_Media': 0, 'insert_Media': 0, 'move_Media': 0, 'remove_Media': 0, 'change_Paragraph': 1, 'insert_Paragraph': 0, 'move_Paragraph': 0, 'remove_Paragraph': 0, 'change_Punctuation': 0, 'insert_Punctuation': 0, 'move_Punctuation': 0, 'remove_Punctuation': 0, 'change_Reference': 0, 'insert_Reference': 0, 'move_Reference': 0, 'remove_Reference': 0, 'change_Section': 1, 'insert_Section': 0, 'move_Section': 0, 'remove_Section': 0, 'change_Sentence': 1, 'insert_Sentence': 1, 'move_Sentence': 0, 'remove_Sentence': 0, 'change_Table': 1, 'insert_Table': 0, 'move_Table': 0, 'remove_Table': 0, 'change_Table Element': 0, 'insert_Table Element': 0, 'move_Table Element': 0, 'remove_Table Element': 0, 'change_Template': 0, 'insert_Template': 0, 'move_Template': 0, 'remove_Template': 0, 'change_Text': 0, 'insert_Text': 0, 'move_Text': 0, 'remove_Text': 0, 'change_Text Formatting': 0, 'insert_Text Formatting': 0, 'move_Text Formatting': 0, 'remove_Text Formatting': 0, 'change_Whitespace': 0, 'insert_Whitespace': 0, 'move_Whitespace': 0, 'remove_Whitespace': 0, 'change_Wikilink': 0, 'insert_Wikilink': 0, 'move_Wikilink': 0, 'remove_Wikilink': 0, 'change_Word': 0, 'insert_Word': 0, 'move_Word': 0, 'remove_Word': 0}",0.0,1,1.713711857795715,-1.8300186395645144,0.9719067491174422,0.0280932508825578,1.713711857795715,-1.8300186395645144,0.9719067491174422,0.0280932508825578,1.998839259147644,-1.924810647964477,0.980614421205927,0.0193855787940729,1.998839259147644,-1.924810647964477,0.980614421205927,0.0193855787940729,0.0638021305203437,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
